,ID,IDPF,IDPT,Subject,Similarity
788,407,32,26,RE: Security procedures for January 20 VIP visit,1
789,788,32,49,RE: Inspection request for site,0.79
790,374,32,23,RE: Traffic advisory for today,0.76
791,385,32,24,RE: Inspection request for site,0.79
792,662,32,41,RE: Training opportunity,0.73
793,271,32,16,RE: Traffic advisory for today,0.76
794,837,32,52,RE: Inspection request for site,0.79
0,190,33,12,Route suggestion for next shift,0.74
1,372,33,23,Route suggestion for next shift,0.74
2,722,33,44,Favor - water plants please next month,1
3,876,33,55,RE: Favor - water plants please next month,0.94
4,210,33,13,RE: Route suggestion for next shift,0.71
5,723,33,44,RE: Favor - water plants please next month,0.94
6,66,33,4,RE: Route suggestion for next shift,0.71
7,244,33,15,RE: Route suggestion for next shift,0.71
590,582,33,38,RE: Security procedures for January 20 VIP visit,0.74
591,270,33,16,RE: Reorganization,0.81
592,486,33,30,RE: GIS update,1
593,322,33,20,RE: GIS update,1
594,210,33,13,RE: Route suggestion for next shift,0.72
595,425,33,27,RE: Reorganization,0.81
596,511,33,32,RE: Security procedures for January 20 VIP visit,0.74
597,66,33,4,RE: Route suggestion for next shift,0.72
598,836,33,52,RE: Security procedures for January 20 VIP visit,0.74
599,244,33,15,RE: Route suggestion for next shift,0.72
600,704,33,43,RE: Software review report,0.82
601,282,33,17,RE: Inspection request for site,0.71
602,566,33,36,RE: Awwww- cute!,0.78
603,125,33,7,RE: Traffic advisory for today,0.72
604,67,33,4,RE: Traffic advisory for today,0.72
605,813,33,50,RE: Software review report,0.82
606,407,33,26,RE: Security procedures for January 20 VIP visit,0.74
607,788,33,49,RE: Inspection request for site,0.71
608,374,33,23,RE: Traffic advisory for today,0.72
609,385,33,24,RE: Inspection request for site,0.71
610,662,33,41,RE: Training opportunity,0.75
611,271,33,16,RE: Traffic advisory for today,0.72
612,837,33,52,RE: Inspection request for site,0.71
674,297,33,18,RE: 2516-00 openhole logging results,1
179,46,35,3,RE: GIS update,1
180,154,35,10,RE: GIS update,1
181,758,35,47,RE: Files,0.75
182,371,35,23,RE: Files,0.75
183,485,35,30,GIS update,0.81
184,105,35,6,RE: GIS update,1
185,553,35,35,RE: GIS update,1
186,521,35,33,RE: GIS update,1
187,582,35,38,RE: Security procedures for January 20 VIP visit,0.74
188,270,35,16,RE: Reorganization,0.81
189,486,35,30,RE: GIS update,1
190,322,35,20,RE: GIS update,1
191,210,35,13,RE: Route suggestion for next shift,0.72
192,425,35,27,RE: Reorganization,0.81
193,511,35,32,RE: Security procedures for January 20 VIP visit,0.74
194,66,35,4,RE: Route suggestion for next shift,0.72
195,836,35,52,RE: Security procedures for January 20 VIP visit,0.74
196,244,35,15,RE: Route suggestion for next shift,0.72
197,704,35,43,RE: Software review report,0.82
198,282,35,17,RE: Inspection request for site,0.71
199,566,35,36,RE: Awwww- cute!,0.78
200,125,35,7,RE: Traffic advisory for today,0.72
201,67,35,4,RE: Traffic advisory for today,0.72
202,813,35,50,RE: Software review report,0.82
203,407,35,26,RE: Security procedures for January 20 VIP visit,0.74
204,788,35,49,RE: Inspection request for site,0.71
205,374,35,23,RE: Traffic advisory for today,0.72
206,385,35,24,RE: Inspection request for site,0.71
207,662,35,41,RE: Training opportunity,0.75
208,271,35,16,RE: Traffic advisory for today,0.72
209,837,35,52,RE: Inspection request for site,0.71
554,521,35,33,RE: GIS update,1
555,582,35,38,RE: Security procedures for January 20 VIP visit,0.74
556,270,35,16,RE: Reorganization,0.81
557,486,35,30,RE: GIS update,1
558,322,35,20,RE: GIS update,1
559,210,35,13,RE: Route suggestion for next shift,0.72
560,425,35,27,RE: Reorganization,0.81
561,511,35,32,RE: Security procedures for January 20 VIP visit,0.74
562,66,35,4,RE: Route suggestion for next shift,0.72
563,836,35,52,RE: Security procedures for January 20 VIP visit,0.74
564,244,35,15,RE: Route suggestion for next shift,0.72
565,704,35,43,RE: Software review report,0.82
566,282,35,17,RE: Inspection request for site,0.71
567,566,35,36,RE: Awwww- cute!,0.78
568,125,35,7,RE: Traffic advisory for today,0.72
569,67,35,4,RE: Traffic advisory for today,0.72
570,813,35,50,RE: Software review report,0.82
571,407,35,26,RE: Security procedures for January 20 VIP visit,0.74
572,788,35,49,RE: Inspection request for site,0.71
573,374,35,23,RE: Traffic advisory for today,0.72
574,385,35,24,RE: Inspection request for site,0.71
575,662,35,41,RE: Training opportunity,0.75
576,271,35,16,RE: Traffic advisory for today,0.72
577,837,35,52,RE: Inspection request for site,0.71
851,245,36,15,RE: Funny!!,0.74
852,661,36,41,RE: Catering?!?,0.71
853,211,36,13,RE: Funny!!,0.74
632,270,38,16,RE: Reorganization,0.71
633,486,38,30,RE: GIS update,0.74
634,876,38,55,RE: Favor - water plants please next month,0.76
635,322,38,20,RE: GIS update,0.74
636,210,38,13,RE: Route suggestion for next shift,0.81
637,425,38,27,RE: Reorganization,0.71
638,723,38,44,RE: Favor - water plants please next month,0.76
639,511,38,32,RE: Security procedures for January 20 VIP visit,1
640,66,38,4,RE: Route suggestion for next shift,0.81
641,836,38,52,RE: Security procedures for January 20 VIP visit,1
642,244,38,15,RE: Route suggestion for next shift,0.81
643,704,38,43,RE: Software review report,0.72
644,282,38,17,RE: Inspection request for site,0.79
645,125,38,7,RE: Traffic advisory for today,0.76
646,67,38,4,RE: Traffic advisory for today,0.76
647,813,38,50,RE: Software review report,0.72
648,407,38,26,RE: Security procedures for January 20 VIP visit,1
649,788,38,49,RE: Inspection request for site,0.79
650,374,38,23,RE: Traffic advisory for today,0.76
651,385,38,24,RE: Inspection request for site,0.79
652,662,38,41,RE: Training opportunity,0.73
653,271,38,16,RE: Traffic advisory for today,0.76
654,837,38,52,RE: Inspection request for site,0.79
210,16,39,1,RE: Managing perceptions about the IPO,0.75
211,776,39,48,RE: Managing perceptions about the IPO,0.75
212,175,39,11,RE: Dress for success - Dress to impress,0.73
213,835,39,52,Security procedures for January 20 VIP visit,0.77
214,17,39,1,RE: Managing perceptions about the IPO,0.75
215,424,39,27,RE: Managing perceptions about the IPO,0.75
216,472,39,29,RE: Question about behavior of field device,1
217,190,39,12,Route suggestion for next shift,0.84
218,372,39,23,Route suggestion for next shift,0.84
219,331,39,21,Inspection request for site,0.77
220,582,39,38,RE: Security procedures for January 20 VIP visit,0.81
221,876,39,55,RE: Favor - water plants please next month,0.76
222,210,39,13,RE: Route suggestion for next shift,0.87
223,35,39,2,Traffic advisory for today,0.78
224,723,39,44,RE: Favor - water plants please next month,0.76
225,511,39,32,RE: Security procedures for January 20 VIP visit,0.81
226,66,39,4,RE: Route suggestion for next shift,0.87
227,836,39,52,RE: Security procedures for January 20 VIP visit,0.81
228,244,39,15,RE: Route suggestion for next shift,0.87
229,704,39,43,RE: Software review report,0.77
230,282,39,17,RE: Inspection request for site,0.85
231,125,39,7,RE: Traffic advisory for today,0.83
232,67,39,4,RE: Traffic advisory for today,0.83
233,813,39,50,RE: Software review report,0.77
234,407,39,26,RE: Security procedures for January 20 VIP visit,0.81
235,788,39,49,RE: Inspection request for site,0.85
236,374,39,23,RE: Traffic advisory for today,0.83
237,385,39,24,RE: Inspection request for site,0.85
238,662,39,41,RE: Training opportunity,0.76
239,271,39,16,RE: Traffic advisory for today,0.83
240,837,39,52,RE: Inspection request for site,0.85
628,704,39,43,RE: Software review report,0.89
629,813,39,50,RE: Software review report,0.89
64,859,40,54,RE: NO DECAF - HA HA,0.94
65,626,40,40,RE: NO DECAF - HA HA,0.94
551,270,41,16,RE: Reorganization,0.77
552,425,41,27,RE: Reorganization,0.77
774,757,41,46,RE: Does anyone have ...,1
882,211,41,13,RE: Funny!!,0.86
896,271,41,16,RE: Traffic advisory for today,0.8
897,837,41,52,RE: Inspection request for site,0.8
177,860,42,54,RE: The rest of the files are in your mailbox,0.95
178,670,42,42,RE: The rest of the files are in your mailbox,0.95
371,17,42,1,RE: Managing perceptions about the IPO,0.71
372,424,42,27,RE: Managing perceptions about the IPO,0.71
373,210,42,13,RE: Route suggestion for next shift,0.73
374,66,42,4,RE: Route suggestion for next shift,0.73
375,244,42,15,RE: Route suggestion for next shift,0.73
724,705,43,43,RE: The most creative spam I've seen lately.,0.92
725,814,43,50,RE: The most creative spam I've seen lately.,0.92
834,282,43,17,RE: Inspection request for site,0.73
835,813,43,50,RE: Software review report,1
836,407,43,26,RE: Security procedures for January 20 VIP visit,0.72
837,788,43,49,RE: Inspection request for site,0.73
838,385,43,24,RE: Inspection request for site,0.73
839,662,43,41,RE: Training opportunity,0.71
840,837,43,52,RE: Inspection request for site,0.73
892,814,43,50,RE: The most creative spam I've seen lately.,1
581,876,44,55,RE: Favor - water plants please next month,0.94
582,210,44,13,RE: Route suggestion for next shift,0.71
583,723,44,44,RE: Favor - water plants please next month,0.94
584,66,44,4,RE: Route suggestion for next shift,0.71
585,244,44,15,RE: Route suggestion for next shift,0.71
775,511,44,32,RE: Security procedures for January 20 VIP visit,0.76
776,66,44,4,RE: Route suggestion for next shift,0.81
777,836,44,52,RE: Security procedures for January 20 VIP visit,0.76
778,244,44,15,RE: Route suggestion for next shift,0.81
779,407,44,26,RE: Security procedures for January 20 VIP visit,0.76
550,662,45,41,RE: Training opportunity,0.78
25,175,46,11,RE: Dress for success - Dress to impress,0.95
630,660,46,41,RE: Does anyone have ...,0.9
631,757,46,46,RE: Does anyone have ...,0.9
411,371,47,23,RE: Files,1
412,105,47,6,RE: GIS update,0.75
413,739,47,45,RE: Babysitting recommendations,0.84
414,553,47,35,RE: GIS update,0.75
415,521,47,33,RE: GIS update,0.75
416,270,47,16,RE: Reorganization,0.79
417,486,47,30,RE: GIS update,0.75
418,322,47,20,RE: GIS update,0.75
419,373,47,23,RE: Out of staples,0.73
420,425,47,27,RE: Reorganization,0.79
421,662,47,41,RE: Training opportunity,0.74
122,775,48,48,RE: Managing perceptions about the IPO,0.92
123,16,48,1,RE: Managing perceptions about the IPO,0.92
124,776,48,48,RE: Managing perceptions about the IPO,0.92
125,17,48,1,RE: Managing perceptions about the IPO,0.92
126,424,48,27,RE: Managing perceptions about the IPO,0.92
150,617,48,39,RE: Question about behavior of field device,0.75
151,860,48,54,RE: The rest of the files are in your mailbox,0.71
152,16,48,1,RE: Managing perceptions about the IPO,1
153,776,48,48,RE: Managing perceptions about the IPO,1
154,670,48,42,RE: The rest of the files are in your mailbox,0.71
155,17,48,1,RE: Managing perceptions about the IPO,1
156,424,48,27,RE: Managing perceptions about the IPO,1
157,472,48,29,RE: Question about behavior of field device,0.75
158,582,48,38,RE: Security procedures for January 20 VIP visit,0.72
159,270,48,16,RE: Reorganization,0.71
160,210,48,13,RE: Route suggestion for next shift,0.73
161,425,48,27,RE: Reorganization,0.71
162,511,48,32,RE: Security procedures for January 20 VIP visit,0.72
163,66,48,4,RE: Route suggestion for next shift,0.73
164,836,48,52,RE: Security procedures for January 20 VIP visit,0.72
165,244,48,15,RE: Route suggestion for next shift,0.73
166,282,48,17,RE: Inspection request for site,0.73
167,125,48,7,RE: Traffic advisory for today,0.75
168,67,48,4,RE: Traffic advisory for today,0.75
169,407,48,26,RE: Security procedures for January 20 VIP visit,0.72
170,788,48,49,RE: Inspection request for site,0.73
171,374,48,23,RE: Traffic advisory for today,0.75
172,385,48,24,RE: Inspection request for site,0.73
173,662,48,41,RE: Training opportunity,0.76
174,271,48,16,RE: Traffic advisory for today,0.75
175,837,48,52,RE: Inspection request for site,0.73
331,670,48,42,RE: The rest of the files are in your mailbox,0.71
332,17,48,1,RE: Managing perceptions about the IPO,1
333,424,48,27,RE: Managing perceptions about the IPO,1
334,472,48,29,RE: Question about behavior of field device,0.75
335,582,48,38,RE: Security procedures for January 20 VIP visit,0.72
336,270,48,16,RE: Reorganization,0.71
337,210,48,13,RE: Route suggestion for next shift,0.73
338,425,48,27,RE: Reorganization,0.71
339,511,48,32,RE: Security procedures for January 20 VIP visit,0.72
340,66,48,4,RE: Route suggestion for next shift,0.73
341,836,48,52,RE: Security procedures for January 20 VIP visit,0.72
342,244,48,15,RE: Route suggestion for next shift,0.73
343,282,48,17,RE: Inspection request for site,0.73
344,125,48,7,RE: Traffic advisory for today,0.75
345,67,48,4,RE: Traffic advisory for today,0.75
346,407,48,26,RE: Security procedures for January 20 VIP visit,0.72
347,788,48,49,RE: Inspection request for site,0.73
348,374,48,23,RE: Traffic advisory for today,0.75
349,385,48,24,RE: Inspection request for site,0.73
350,662,48,41,RE: Training opportunity,0.76
351,271,48,16,RE: Traffic advisory for today,0.75
352,837,48,52,RE: Inspection request for site,0.73
883,374,49,23,RE: Traffic advisory for today,0.89
884,385,49,24,RE: Inspection request for site,1
885,662,49,41,RE: Training opportunity,0.8
886,271,49,16,RE: Traffic advisory for today,0.89
887,837,49,52,RE: Inspection request for site,1
869,407,50,26,RE: Security procedures for January 20 VIP visit,0.72
870,788,50,49,RE: Inspection request for site,0.73
871,385,50,24,RE: Inspection request for site,0.73
872,662,50,41,RE: Training opportunity,0.71
873,837,50,52,RE: Inspection request for site,0.73
376,472,52,29,RE: Question about behavior of field device,0.77
377,190,52,12,Route suggestion for next shift,0.76
378,372,52,23,Route suggestion for next shift,0.76
379,331,52,21,Inspection request for site,0.7
380,582,52,38,RE: Security procedures for January 20 VIP visit,0.95
381,210,52,13,RE: Route suggestion for next shift,0.72
382,511,52,32,RE: Security procedures for January 20 VIP visit,0.95
383,66,52,4,RE: Route suggestion for next shift,0.72
384,836,52,52,RE: Security procedures for January 20 VIP visit,0.95
385,244,52,15,RE: Route suggestion for next shift,0.72
386,282,52,17,RE: Inspection request for site,0.72
387,407,52,26,RE: Security procedures for January 20 VIP visit,0.95
388,788,52,49,RE: Inspection request for site,0.72
389,385,52,24,RE: Inspection request for site,0.72
390,837,52,52,RE: Inspection request for site,0.72
809,244,52,15,RE: Route suggestion for next shift,0.81
810,704,52,43,RE: Software review report,0.72
811,282,52,17,RE: Inspection request for site,0.79
812,125,52,7,RE: Traffic advisory for today,0.76
813,67,52,4,RE: Traffic advisory for today,0.76
814,813,52,50,RE: Software review report,0.72
815,407,52,26,RE: Security procedures for January 20 VIP visit,1
816,788,52,49,RE: Inspection request for site,0.79
817,374,52,23,RE: Traffic advisory for today,0.76
818,385,52,24,RE: Inspection request for site,0.79
819,662,52,41,RE: Training opportunity,0.73
820,271,52,16,RE: Traffic advisory for today,0.76
821,837,52,52,RE: Inspection request for site,0.79
66,626,54,40,RE: NO DECAF - HA HA,1
241,16,54,1,RE: Managing perceptions about the IPO,0.71
242,776,54,48,RE: Managing perceptions about the IPO,0.71
243,670,54,42,RE: The rest of the files are in your mailbox,1
244,17,54,1,RE: Managing perceptions about the IPO,0.71
245,424,54,27,RE: Managing perceptions about the IPO,0.71
246,210,54,13,RE: Route suggestion for next shift,0.73
247,66,54,4,RE: Route suggestion for next shift,0.73
248,244,54,15,RE: Route suggestion for next shift,0.73
553,566,54,36,RE: Awwww- cute!,0.82
19,774,55,48,Managing perceptions about the IPO,1
20,775,55,48,RE: Managing perceptions about the IPO,0.92
21,16,55,1,RE: Managing perceptions about the IPO,0.92
22,776,55,48,RE: Managing perceptions about the IPO,0.92
23,17,55,1,RE: Managing perceptions about the IPO,0.92
24,424,55,27,RE: Managing perceptions about the IPO,0.92
695,210,55,13,RE: Route suggestion for next shift,0.81
696,723,55,44,RE: Favor - water plants please next month,1
697,511,55,32,RE: Security procedures for January 20 VIP visit,0.76
698,66,55,4,RE: Route suggestion for next shift,0.81
699,836,55,52,RE: Security procedures for January 20 VIP visit,0.76
700,244,55,15,RE: Route suggestion for next shift,0.81
701,407,55,26,RE: Security procedures for January 20 VIP visit,0.76
